"","char.name","char.stat","char.value"
"2555","Jerry Morton","Residence","Spain"
"2556","Jerry Morton","Father","Wilf Morton"
"2557","Jerry Morton","Spouse(s)","Teresa Bryant (1978)"
"2558","Jerry Morton","Children","Jodie Morton (1978) Darryl Morton (1989) Mel Morton (1989) Kayleigh Morton (1994)"
"2559","Jerry Morton","First appearance","18th March 2007"
"2560","Jerry Morton","Last appearance","29th September 2008"
"2561","Jerry Morton","Duration","2007-2008"
"2562","Jerry Morton","Number of appearances","168"
"2563","Jerry Morton","Played by","Michael Starke"
"2564","Jodie Morton","Occupation","Shop assistant"
"2565","Jodie Morton","Born","December 1978"
"2566","Jodie Morton","Residence","London"
"2567","Jodie Morton","Father","Jerry Morton"
"2568","Jodie Morton","Mother","Teresa Bryant"
"2569","Jodie Morton","Sibling(s)","Darryl Morton Mel Morton Kayleigh Morton Finlay Bryant (half-brother)"
"2570","Jodie Morton","First appearance","29th January 2007"
"2571","Jodie Morton","Last appearance","11th November 2007"
"2572","Jodie Morton","Duration","2007"
"2573","Jodie Morton","Number of appearances","63"
"2574","Jodie Morton","Played by","Samantha Seager"
"2575","Kayleigh Morton","Born","1994"
"2576","Kayleigh Morton","Residence","Spain"
"2577","Kayleigh Morton","Father","Jerry Morton"
"2578","Kayleigh Morton","Mother","Teresa Bryant"
"2579","Kayleigh Morton","Sibling(s)","Jodie Morton Darryl Morton Mel Morton Finlay Bryant (half-brother)"
"2580","Kayleigh Morton","First appearance","18th March 2007"
"2581","Kayleigh Morton","Last appearance","29th September 2008"
"2582","Kayleigh Morton","Duration","2007-2008"
"2583","Kayleigh Morton","Number of appearances","72"
"2584","Kayleigh Morton","Played by","Jessica Barden"
"2585","Mel Morton","Occupation","Police officer"
"2586","Mel Morton","Born","10th April 1989"
"2587","Mel Morton","Residence","Stretford"
"2588","Mel Morton","Father","Jerry Morton"
"2589","Mel Morton","Mother","Teresa Bryant"
"2590","Mel Morton","Sibling(s)","Jodie Morton Darryl Morton Kayleigh Morton Finlay Bryant (half-brother)"
"2591","Mel Morton","First appearance","18th March 2007"
"2592","Mel Morton","Last appearance","3rd October 2008"
"2593","Mel Morton","Duration","2007-2008"
"2594","Mel Morton","Number of appearances","116"
"2595","Mel Morton","Played by","Emma Edmondson"
"2596","Lloyd Mullaney","Occupation","Taxi driver  Businessman"
"2597","Lloyd Mullaney","Born","1964"
"2598","Lloyd Mullaney","Residence","Jersey"
"2599","Lloyd Mullaney","Children","Jenna Kamara (1984)Second daughter (2016)"
"2600","Lloyd Mullaney","First appearance","20th June 2005"
"2601","Lloyd Mullaney","Last appearance","25th September 2015"
"2602","Lloyd Mullaney","Duration","2005-2006, 2007-2011, 2012-2015"
"2603","Lloyd Mullaney","Number of appearances","954"
"2604","Lloyd Mullaney","Played by","Craig Charles"
"2605","Karl Munro","Occupation","Barman"
"2606","Karl Munro","Born","27th April 1963"
"2607","Karl Munro","Spouse(s)","Stella Price (2013)"
"2608","Karl Munro","First appearance","17th June 2011"
"2609","Karl Munro","Last appearance","13th September 2013"
"2610","Karl Munro","Duration","2011-2013"
"2611","Karl Munro","Number of appearances","305"
"2612","Karl Munro","Played by","John Michie"
"2613","Doug Murray","Occupation","Businessman"
"2614","Doug Murray","Sibling(s)","Jean Forbes"
"2615","Doug Murray","First appearance","23rd October 1992"
"2616","Doug Murray","Last appearance","18th June 1993"
"2617","Doug Murray","Duration","1992-1993"
"2618","Doug Murray","Number of appearances","62"
"2619","Doug Murray","Played by","Brian Hibbard"
"2620","Phil Nail","Occupation","Reflexologist"
"2621","Phil Nail","Birthplace","Scotland"
"2622","Phil Nail","Sibling(s)","3 older sisters1 younger brother (deceased)"
"2623","Phil Nail","First appearance","15th August 2005"
"2624","Phil Nail","Last appearance","27th March 2006"
"2625","Phil Nail","Duration","2005-2006"
"2626","Phil Nail","Number of appearances","61"
"2627","Phil Nail","Played by","Clive Russell"
"2628","Alya Nazir","Occupation","Co-owner of Speed Daal  Legal secretary"
"2629","Alya Nazir","Born","17th February 1993"
"2630","Alya Nazir","Residence","6 Coronation Street"
"2631","Alya Nazir","Father","Kal Nazir"
"2632","Alya Nazir","Mother","Jamila Nazir"
"2633","Alya Nazir","Sibling(s)","Zeedan Nazir"
"2634","Alya Nazir","First appearance","25th June 2014"
"2635","Alya Nazir","Duration","2014 to present"
"2636","Alya Nazir","Number of appearances","746 (as of Episode 10823/4)"
"2637","Alya Nazir","Played by","Sair Khan"
"2638","Kal Nazir","Occupation","Personal trainer"
"2639","Kal Nazir","Born","c. 1972"
"2640","Kal Nazir","Died","25th May 2015"
"2641","Kal Nazir","Father","Sharif Nazir"
"2642","Kal Nazir","Mother","Yasmeen Nazir"
"2643","Kal Nazir","Spouse(s)","Jamila Nazir"
"2644","Kal Nazir","Children","Alya Nazir (1993) Zeedan Nazir (1995)"
"2645","Kal Nazir","First appearance","8th December 2013"
"2646","Kal Nazir","Last appearance","28th May 2015"
"2647","Kal Nazir","Duration","2013-2015"
"2648","Kal Nazir","Number of appearances","146"
"2649","Kal Nazir","Played by","Jimi Mistry"
"2650","Sharif Nazir","Occupation","Businessman"
"2651","Sharif Nazir","Residence","Newcastle"
"2652","Sharif Nazir","Spouse(s)","Yasmeen Nazir (1971)"
"2653","Sharif Nazir","Children","Kal Nazir"
"2654","Sharif Nazir","First appearance","24th February 2014"
"2655","Sharif Nazir","Last appearance","4th November 2016"
"2656","Sharif Nazir","Duration","2014-2016"
"2657","Sharif Nazir","Number of appearances","165"
"2658","Sharif Nazir","Played by","Marc Anwar"
"2659","Zeedan Nazir","Occupation","Co-owner of Speed Daal Chef"
"2660","Zeedan Nazir","Born","25th November 1995"
"2661","Zeedan Nazir","Residence","6 Coronation Street"
"2662","Zeedan Nazir","Father","Kal Nazir"
"2663","Zeedan Nazir","Mother","Jamila Nazir"
"2664","Zeedan Nazir","Sibling(s)","Alya Nazir"
"2665","Zeedan Nazir","Spouse(s)","Rana Habeeb (2016) Marrium Elamin (2020)"
"2666","Zeedan Nazir","First appearance","5th September 2014"
"2667","Zeedan Nazir","Duration","2014-2018, 2021 to present"
"2668","Zeedan Nazir","Number of appearances","413 (as of Episode 10823/4)"
"2669","Zeedan Nazir","Played by","Qasim Akhtar"
"2670","Kelly Neelan","Born","22nd May 2005"
"2671","Kelly Neelan","Father","Rick Neelan"
"2672","Kelly Neelan","Mother","Laura Neelan"
"2673","Kelly Neelan","First appearance","28th June 2019"
"2674","Kelly Neelan","Last appearance","23rd September 2022"
"2675","Kelly Neelan","Duration","2019, 2020-2022"
"2676","Kelly Neelan","Number of appearances","215"
"2677","Kelly Neelan","Played by","Millie Gibson"
"2678","Ali Neeson","Occupation","Trainee general practitioner"
"2679","Ali Neeson","Born","14th January 1992"
"2680","Ali Neeson","Birthplace","Weatherfield"
"2681","Ali Neeson","Residence","Liverpool"
"2682","Ali Neeson","Father","Dean (biological)Nick Neeson (legal father)"
"2683","Ali Neeson","Mother","Michelle Connor (biological)Wendy Neeson (legal mother)"
"2684","Ali Neeson","Sibling(s)","Ruairi McDonald (half-brother)"
"2685","Ali Neeson","First appearance","17th December 2007"
"2686","Ali Neeson","Last appearance","13th March 2020"
"2687","Ali Neeson","Duration","2007-2008, 2018-2020"
"2688","Ali Neeson","Number of appearances","215"
"2689","Ali Neeson","Played by","Dario Coates (2007-2008)James Burrows (2018-2020)"
"2690","Spider Nugent","Occupation","Detective constable"
"2691","Spider Nugent","Born","4th January 1972"
"2692","Spider Nugent","Residence","London"
"2693","Spider Nugent","Father","Edgar Nugent"
"2694","Spider Nugent","Spouse(s)","Layla"
"2695","Spider Nugent","First appearance","15th December 1997"
"2696","Spider Nugent","Duration","1997-2000, 2001, 2003, 2022 to present"
"2697","Spider Nugent","Number of appearances","307 (as of Episode 10823/4)"
"2698","Spider Nugent","Played by","Martin Hancock"
"2699","Hilda Ogden","Occupation","Cleaner"
"2700","Hilda Ogden","Born","2nd February 1924"
"2701","Hilda Ogden","Birthplace","Weatherfield"
"2702","Hilda Ogden","Residence","The Nook, Blackberry Lane, Hartington, Derbyshire"
"2703","Hilda Ogden","Father","Arnold Crabtree"
"2704","Hilda Ogden","Mother","Florence Crabtree"
"2705","Hilda Ogden","Sibling(s)","Archie Crabtree Norman Crabtree"
"2706","Hilda Ogden","Spouse(s)","Stanley Ogden (1943)"
"2707","Hilda Ogden","Children","Irma Ogden (1946) Trevor Ogden (1949)Tony OgdenSylvia Ogden"
"2708","Hilda Ogden","First appearance","8th July 1964"
"2709","Hilda Ogden","Last appearance","25th December 1987"
"2710","Hilda Ogden","Duration","1964-1987"
"2711","Hilda Ogden","Number of appearances","1614"
"2712","Hilda Ogden","Played by","Jean Alexander"
"2713","Stan Ogden","Occupation","Window cleaner (retired)"
"2714","Stan Ogden","Born","17th May 1919"
"2715","Stan Ogden","Birthplace","Weatherfield"
"2716","Stan Ogden","Died","21st November 1984"
"2717","Stan Ogden","Father","Isaiah Ogden"
"2718","Stan Ogden","Mother","Mary Ogden"
"2719","Stan Ogden","Sibling(s)","A brother"
"2720","Stan Ogden","Spouse(s)","Hilda Crabtree (1943)"
"2721","Stan Ogden","Children","Irma Barlow (1946) Trevor Ogden (1949)Sylvia Ogden Tony Ogden"
"2722","Stan Ogden","First appearance","29th June 1964"
"2723","Stan Ogden","Last appearance","7th March 1984"
"2724","Stan Ogden","Duration","1964-1984"
"2725","Stan Ogden","Number of appearances","1224"
"2726","Stan Ogden","Played by","Bernard Youens"
"2727","Bertie Osbourne","Born","14th January 2019"
"2728","Bertie Osbourne","Birthplace","Weatherfield General"
"2729","Bertie Osbourne","Residence","1 Coronation Street"
"2730","Bertie Osbourne","Father","Daniel Osbourne"
"2731","Bertie Osbourne","Mother","Sinead Tinker"
"2732","Bertie Osbourne","First appearance","14th January 2019"
"2733","Bertie Osbourne","Duration","2019 to present"
"2734","Bertie Osbourne","Number of appearances","111 (as of Episode 10823/4)"
"2735","Bertie Osbourne","Played by","Ellis Blain (2019-2020)Elias Morgan-Smith (2019-2020)Rufus Morgan-Smith (2019 to present)"
"2736","Daniel Osbourne","Occupation","Teacher and journalist"
"2737","Daniel Osbourne","Born","4th January 1995"
"2738","Daniel Osbourne","Birthplace","Weatherfield"
"2739","Daniel Osbourne","Residence","1 Coronation Street"
"2740","Daniel Osbourne","Father","Ken Barlow"
"2741","Daniel Osbourne","Mother","Denise Osbourne"
"2742","Daniel Osbourne","Sibling(s)","Lawrence Cunningham (half-brother) Peter Barlow (half-brother) Susan Barlow (half-sister) Tracy Barlow (adoptive half-sister)"
"2743","Daniel Osbourne","Spouse(s)","Sinead Tinker (2019)"
"2744","Daniel Osbourne","Children","Bertie Osbourne (2019)"
"2745","Daniel Osbourne","First appearance","4th January 1995"
"2746","Daniel Osbourne","Duration","1995-1997, 2007, 2016 to present"
"2747","Daniel Osbourne","Number of appearances","818 (as of Episode 10823/4)"
"2748","Daniel Osbourne","Played by","Lewis Harney (1995-1997) Dominic Holmes (2007) Rob Mallard (2016 to present)"
"2749","Denise Osbourne","Occupation","Hairdresser"
"2750","Denise Osbourne","Born","1st December 1955"
"2751","Denise Osbourne","Residence","Manchester"
"2752","Denise Osbourne","Mother","Irene"
"2753","Denise Osbourne","Sibling(s)","Alison Dunkley"
"2754","Denise Osbourne","Spouse(s)","Frank Osbourne (1981) Neil Mitchell (1990)"
"2755","Denise Osbourne","Children","Daniel Osbourne (1995)"
"2756","Denise Osbourne","First appearance","4th December 1992"
"2757","Denise Osbourne","Last appearance","9th June 2017"
"2758","Denise Osbourne","Duration","1992-1997, 2007, 2017"
"2759","Denise Osbourne","Number of appearances","289"
"2760","Denise Osbourne","Played by","Denise Black"
"2761","Sinead Osbourne","Born","10th March 1994"
"2762","Sinead Osbourne","Birthplace","Weatherfield"
"2763","Sinead Osbourne","Died","25th October 2019"
"2764","Sinead Osbourne","Mother","Arlene Tinker"
"2765","Sinead Osbourne","Sibling(s)","Millie Tinker Penny Tinker"
"2766","Sinead Osbourne","Spouse(s)","Daniel Osbourne (2019)"
"2767","Sinead Osbourne","Children","Bertie Osbourne (2019)"
"2768","Sinead Osbourne","First appearance","19th April 2013"
"2769","Sinead Osbourne","Last appearance","25th October 2019 6th March 2020 (video footage)"
"2770","Sinead Osbourne","Duration","2013-2019"
"2771","Sinead Osbourne","Number of appearances","591"
"2772","Sinead Osbourne","Played by","Katie McGlynn"
"2773","Brian Packham","Occupation","Co-owner of The Kabin"
"2774","Brian Packham","Born","20th August 1963"
"2775","Brian Packham","Residence","12 Coronation Street"
"2776","Brian Packham","Spouse(s)","Margaret Packham"
"2777","Brian Packham","First appearance","15th April 2010"
"2778","Brian Packham","Duration","2010, 2011-2013, 2015, 2016 to present"
"2779","Brian Packham","Number of appearances","526 (as of Episode 10823/4)"
"2780","Brian Packham","Played by","Peter Gunn"
"2781","Ted Page","Occupation","Businessman (Retired)"
"2782","Ted Page","Born","c.1940"
"2783","Ted Page","Died","February 2021"
"2784","Ted Page","Sibling(s)","A sister"
"2785","Ted Page","Spouse(s)","James (2006)"
"2786","Ted Page","Children","Gail Potter (1958)"
"2787","Ted Page","First appearance","28th April 2008"
"2788","Ted Page","Last appearance","29th January 2010"
"2789","Ted Page","Duration","2008-2010"
"2790","Ted Page","Number of appearances","73"
"2791","Ted Page","Played by","Michael Byrne"
"2792","Becky Palmer","Born","9th December 1982"
"2793","Becky Palmer","Father","Jeff Palmer"
"2794","Becky Palmer","Mother","Claire Palmer"
"2795","Becky Palmer","First appearance","20th May 1996"
"2796","Becky Palmer","Last appearance","16th March 1997"
"2797","Becky Palmer","Duration","1996-1997"
"2798","Becky Palmer","Number of appearances","51"
"2799","Becky Palmer","Played by","Emily Aston"
"2800","Claire Palmer","Occupation","Shop assistant"
"2801","Claire Palmer","Spouse(s)","Jeff Palmer"
"2802","Claire Palmer","Children","Becky Palmer (1982)"
"2803","Claire Palmer","First appearance","8th May 1996"
"2804","Claire Palmer","Last appearance","14th April 1997"
"2805","Claire Palmer","Duration","1996-1997"
"2806","Claire Palmer","Number of appearances","59"
"2807","Claire Palmer","Played by","Maggie Norris"
"2808","Ashley Peacock","Occupation","Butcher"
"2809","Ashley Peacock","Born","24th January 1976"
"2810","Ashley Peacock","Died","6th December 2010"
"2811","Ashley Peacock","Father","Fred Elliott"
"2812","Ashley Peacock","Mother","Kathleen Gutteridge"
"2813","Ashley Peacock","Spouse(s)","Maxine Heavey (1999) Claire Casey (2004)"
"2814","Ashley Peacock","Children","Joshua Peacock (legal son) Freddie Peacock (2006)"
"2815","Ashley Peacock","First appearance","1st February 1995"
"2816","Ashley Peacock","Last appearance","8th December 2010 (on-screen) 9th December 2010 (voice appearance)"
"2817","Ashley Peacock","Duration","1995, 1996-2010"
"2818","Ashley Peacock","Number of appearances","1274"
"2819","Ashley Peacock","Played by","Steven Arnold"
"2820","Claire Peacock","Occupation","Taxi controller"
"2821","Claire Peacock","Born","14th January 1981"
"2822","Claire Peacock","Residence","France"
"2823","Claire Peacock","Mother","Yvonne Casey"
"2824","Claire Peacock","Spouse(s)","Ashley Peacock (2004)"
"2825","Claire Peacock","Children","Joshua Peacock (legal son) Freddie Peacock (2006)"
"2826","Claire Peacock","First appearance","9th April 2003"
"2827","Claire Peacock","Last appearance","14th January 2011"
"2828","Claire Peacock","Duration","2003-2011"
"2829","Claire Peacock","Number of appearances","673"
"2830","Claire Peacock","Played by","Julia Haworth"
"2831","Freddie Peacock","Born","17th July 2006"
"2832","Freddie Peacock","Birthplace","Weatherfield"
"2833","Freddie Peacock","Residence","France"
"2834","Freddie Peacock","Father","Ashley Peacock"
"2835","Freddie Peacock","Mother","Claire Peacock"
"2836","Freddie Peacock","Sibling(s)","Joshua Peacock (Legal brother)"
"2837","Freddie Peacock","First appearance","17th July 2006"
"2838","Freddie Peacock","Last appearance","14th January 2011"
"2839","Freddie Peacock","Duration","2006-2011"
"2840","Freddie Peacock","Number of appearances","144"
"2841","Freddie Peacock","Played by","Jack & Jake Rogers (2006) Dylan & Hayden Whitbread (2006-2009) Lewis & Niall Beresford (2009-2011)"
"2842","Joshua Peacock","Born","8th April 2002"
"2843","Joshua Peacock","Birthplace","Weatherfield"
"2844","Joshua Peacock","Residence","France"
"2845","Joshua Peacock","Father","Matt Ramsden (biological father)Ashley Peacock (legal father)"
"2846","Joshua Peacock","Mother","Maxine Peacock (biological mother)Claire Peacock (legal mother)"
"2847","Joshua Peacock","Sibling(s)","Freddie Peacock (Legal Brother)"
"2848","Joshua Peacock","First appearance","8th April 2002"
"2849","Joshua Peacock","Last appearance","14th January 2011"
